Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,5/25/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Chile,CHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3330.225873,3432.806523,3498.117349,3628.155534,3648.613926,3614.553159,3948.984073,4021.807161,4097.296998,4189.426342,4197.225956,4519.003623,4401.655353,4114.256241,4146.436862,3555.303259,3635.087199,3953.782317,4194.37378,4480.513955,4768.668733,5008.495416,4395.407149,4117.357359,4225.926033,4331.157433,4494.913137,4710.709892,4976.111699,5381.509667,5470.479736,5800.99877,6343.227129,6652.021686,6877.434435,7380.061284,7770.539111,8235.457605,8481.752131,8343.704293,8685.321794,8871.72409,9049.210479,9321.218536,9890.075041,10349.64301,10887.86378,11300.54874,11574.72861,11273.6175,11809.14163,12406.41357,12941.03,13333.34683,13425.68328,13574.16924,13624.67855,13590.99135,13901.01831,13866.95584,12954.40535,
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,238.2166313,175.0233723,163.9067543,176.4001442,203.6874744,232.606796,250.3044606,229.8758681,214.7696866,244.3635327,283.5848554,295.3796492,299.1903597,315.1291069,315.8161062,337.3435232,326.948883,346.9385432,381.0986563,404.5959179,430.8546487,447.1189967,480.310474,524.4084369,596.200056,667.1273635,716.1040751,786.8634917,861.1919655,883.7625941,905.0308586,975.4611925,1100.644172,1239.127184,1384.927711,1520.026785,1653.430868,1787.763819,1909.618955,2038.202874,2193.892991,2359.568217,2557.887094,2797.171718,3061.827764,3390.71017,3800.759082,4319.023769,4711.635127,5128.895068,5647.058752,6152.686005,6591.650851,7056.410627,7532.771996,8016.431435,8516.513699,9053.212733,9619.192484,10155.41756,10370.35929,
C̫te d'Ivoire,CIV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1567.761773,1662.739291,1621.002708,1785.857563,2021.583959,1886.692475,2029.785802,2048.155595,2222.523077,2342.900912,2482.27638,2601.444276,2591.398493,2620.537166,2608.979495,2696.076714,2907.58511,2981.465924,3161.069524,3095.403455,2636.919586,2612.15817,2506.525664,2308.687071,2155.537321,2164.419701,2150.603402,2064.787919,2013.614816,1999.498094,1907.532552,1840.774068,1771.774993,1707.177666,1662.913075,1723.157369,1797.438726,1910.229867,1933.073202,1901.572728,1847.86997,1765.328061,1679.406537,1566.577179,1583.112039,1565.428488,1575.142848,1557.908294,1596.255237,1616.378192,1687.216519,1558.968697,1637.392804,1769.214869,1887.16489,1972.545683,2061.215247,2157.245195,2247.776609,2327.745364,2313.793388,
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,932.4713122,924.2111057,932.2625104,946.2303352,958.10231,955.4192763,976.4535334,849.4145708,881.6185697,902.1817094,906.8737497,914.5959076,914.7770373,938.396865,1011.248166,1094.197886,1005.286519,1111.059608,1316.549906,1355.207752,1289.147196,1464.007434,1526.261555,1581.102492,1646.803948,1724.286519,1783.549146,1690.685489,1509.957199,1437.027216,1308.707694,1221.752906,1149.631147,1028.443456,1018.692034,1019.7331,1034.50787,1053.177367,1074.530483,1094.112454,1106.653951,1124.432314,1143.985355,1174.540531,1223.934229,1217.756953,1230.139212,1248.662599,1249.375186,1246.807419,1248.180462,1255.47724,1278.164384,1306.027478,1343.928455,1382.50979,1407.274522,1419.176134,1437.271534,1449.277548,1419.676711,
Congo,COD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1257.062745,1092.745173,1291.101518,1323.7084,1257.639197,1236.101935,1283.48666,1235.115472,1252.16168,1330.567332,1290.74529,1331.458324,1298.286318,1367.096785,1372.456612,1268.701159,1167.851396,1143.317906,1051.534737,1026.955526,1021.812222,1019.474946,990.0234576,979.7314371,1008.601341,987.4944067,1007.026332,1006.265069,982.4829853,940.4489869,849.5525858,749.926643,645.5536464,537.277226,497.8893141,485.4170566,467.1798557,430.1735347,413.5363279,386.656207,350.8708332,334.1200443,334.0156878,341.9906653,353.7318996,363.6675479,370.8858346,381.4555677,392.0747166,390.1121089,404.1516141,417.7570285,432.6784074,453.9989387,480.7661915,497.3170391,492.8027749,494.7812485,506.9582737,512.5863194,505.348339,
"Congo, Rep.",COG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1231.082743,1302.091012,1336.370547,1250.477374,1265.078842,1277.493548,1260.602706,1252.695725,1311.499329,1371.385468,1417.500237,1483.791374,1565.114327,1644.686949,1722.739655,1802.064615,1766.051126,1561.68429,1613.363613,1720.861802,1966.218234,2246.087538,2696.219913,2772.306062,2881.739063,2768.125822,2507.337353,2443.872486,2420.006362,2416.118854,2374.447423,2365.508205,2361.362803,2274.349356,2090.246979,2113.19155,2141.927979,2068.066688,2084.040199,1972.240608,2061.287272,2079.487804,2114.034395,2070.836216,2079.621575,2171.443137,2268.244316,2046.644837,2102.296455,2271.130999,2421.709029,2406.925446,2578.661769,2497.949709,2601.458383,2447.539308,2128.859175,1983.900547,1840.433629,1792.307167,1608.779266,
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1906.015028,1941.345825,1983.542723,1986.325679,2045.561989,2056.950767,2102.411229,2127.78501,2192.555037,2265.399256,2345.811616,2426.455528,2553.085722,2664.601811,2756.188714,2758.450069,2825.180976,2877.597623,3052.296114,3145.666215,3202.730704,3204.639806,3165.361859,3146.616227,3183.635367,3214.608243,3332.698488,3441.505463,3510.797927,3559.632896,3639.719225,3640.455025,3714.618797,3840.06784,3987.48221,4118.628027,4129.050332,4197.395312,4150.8353,3911.573386,3961.929723,3965.764058,4003.46582,4099.306376,4257.162686,4402.899082,4638.471905,4890.277607,4991.789212,4992.823174,5162.705636,5468.19554,5631.21737,5866.873788,6069.186783,6175.87603,6219.149691,6208.98702,6271.875121,6390.368057,5892.481636,
Comoros,COM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,1288.142619,1296.705913,1340.125239,1366.519129,1384.111053,1376.298198,1362.030877,1344.342023,1340.200975,1259.674995,1285.341504,1180.775134,1244.566784,1245.409131,1146.491396,1155.113733,1109.319075,1123.379824,1108.14512,1100.700372,1189.721804,1187.82925,1186.451054,1182.887158,1177.299239,1182.210908,1184.829327,1166.021015,1183.872149,1192.678434,1208.480763,1227.969072,1237.003155,1261.904692,1258.070703,1242.585608,1254.54004,1273.13658,1290.289966,1284.286519,1255.043948,
Cape Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,606.4454864,646.6953405,652.3860247,700.2616988,712.7150808,760.5747623,770.1942392,792.064794,827.6898134,860.4913226,849.082714,840.4242583,907.3611773,958.6388065,1111.109167,1236.561914,1344.686443,1461.981749,1612.023758,1759.064467,1974.088849,1983.297558,2053.25367,2105.866567,2286.58344,2410.773812,2569.192196,2922.233072,3079.120513,3003.641245,3010.722178,3091.22296,3085.191746,3070.4637,3050.272346,3043.031382,3147.837443,3225.751753,3333.06611,3482.448472,2935.321046,
Costa Rica,CRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3600.483025,3534.294118,3591.03285,3701.372265,3703.792105,3874.089832,4012.485434,4110.111883,4328.405329,4438.616962,4643.790564,4831.263316,5097.073346,5356.778014,5516.15961,5492.307191,5648.366731,5992.530539,6201.327896,6335.539822,6213.544962,5910.728782,5332.93004,5338.249685,5612.476253,5503.2218,5655.93881,5772.168877,5816.8823,5988.541082,6041.443913,6018.857305,6403.784665,6683.836169,6811.111868,6920.579041,6846.35762,7053.137427,7389.045113,7538.886252,7678.491551,7805.311928,7940.43018,8157.651153,8395.40107,8606.333699,9109.530305,9725.38492,10052.6829,9837.876584,10236.98032,10559.20596,10945.03501,11090.08844,11355.3311,11642.77805,12004.67131,12375.92373,12573.95585,12735.09282,12105.92843,
Caribbean small states,CSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,5028.33521,5180.646829,5416.47166,5648.520273,5829.701999,5883.674918,6233.086163,6123.821156,5859.473562,5722.725056,5729.603794,5886.146822,6159.687654,6408.052164,6491.789291,6475.000758,6461.419746,6228.249146,6219.288922,6163.242936,6194.717362,6266.864277,6365.260545,6588.529324,6602.778317,6633.88964,6717.1292,6850.686034,6978.474801,7120.848517,7311.755618,7552.581436,7588.202942,7917.078543,8155.833845,8263.50222,8500.783503,8915.006127,9203.390006,9472.498787,10049.67571,10313.85762,10376.70206,9940.742864,10006.73142,10049.92335,10111.90649,10102.60913,10102.33577,10141.41539,9960.517993,9907.312552,10032.48684,10036.41712,9166.657179,
Cuba,CUB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,2653.733994,2830.98293,2915.9169,2965.637671,2949.166246,3185.748605,3320.793201,3575.603732,3780.915921,3795.980123,3590.404449,4275.835049,4637.756861,4868.651774,5228.349056,5276.97439,5237.406852,5060.536719,5192.094243,5174.429888,4977.777225,4413.636402,3879.664956,3286.241564,3294.79272,3360.317244,3606.817031,3690.193264,3679.667532,3891.189594,4105.879487,4222.137133,4268.917056,4419.177557,4665.386569,5182.819696,5808.349565,6235.7659,6500.652601,6601.026389,6759.342799,6942.057697,7138.368173,7317.853996,7378.696264,7694.014637,7726.495044,7863.394684,8040.987995,8031.03542,7156.106821,
Curacao,CUW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22296.88073,22967.55904,23030.55751,22625.52289,22284.93198,21870.78009,21664.98432,21765.98061,21964.12586,21705.63057,21450.31391,21277.23455,21072.06581,20669.07689,20160.16381,19951.3279,19546.14055,19144.81115,18828.73475,18407.4799,15262.27101,
Cayman Islands,CYM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91341.29327,91434.53573,88476.14088,79899.96431,75877.16834,75165.98744,74688.88685,74420.11995,75246.82594,76284.19393,77694.6128,79133.79929,81437.89007,83536.29335,76998.81945,
Cyprus,CYP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,6172.887096,7484.309079,8707.842116,9350.336978,10196.94918,10667.09381,10755.50548,11269.02832,11800.36804,12668.61024,13126.61048,13457.58567,14252.56205,15321.61618,16305.18895,17143.27069,16828.73573,17927.28785,17622.0529,18279.74333,19452.4874,19383.93964,19615.81508,20560.85482,21348.25341,22382.39722,23017.63711,23602.53082,23929.0997,24797.92016,25629.58417,26393.67865,27154.90072,27447.24093,26181.7436,26019.76438,25466.1084,24216.52852,22682.26657,22513.77926,23408.33668,24805.20256,26013.83282,27161.40335,28211.06465,26372.65469,
Czech Republic,CZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11626.62587,10300.89916,10238.24768,10233.94219,10527.87569,11219.15007,11711.31541,11663.17382,11632.6029,11805.67184,12312.49777,12734.92203,12959.81748,13428.09962,14070.28046,14978.41319,15948.74529,16739.17872,17046.88503,16160.62056,16505.9537,16761.82731,16606.99254,16593.86423,16951.37912,17829.69832,18247.01173,19139.23988,19685.49448,20202.15159,18984.6373,
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,17894.29669,18421.04218,19121.49789,19972.02541,20141.93948,20041.94799,21124.2557,21880.80763,22558.71479,23484.59919,23766.10765,23855.52586,23783.94549,24221.34037,24991.33368,25630.333,26204.58958,26531.22971,27407.52007,28256.10622,29485.70997,30766.92896,31121.07057,30615.14021,31238.87906,31628.15981,31790.86686,32313.29707,32959.07357,33559.39937,34490.07577,35011.06846,34883.05807,34619.66407,35034.08061,35310.47047,36699.44678,37842.35779,38278.31301,36190.39289,37760.91363,39977.34171,40069.35396,40135.01583,40851.16173,41103.25644,41682.03224,42639.55441,42973.28996,43329.05069,41315.31357,
Djibouti,DJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.248188,2510.94529,2658.949245,2789.69381,2893.758813,3088.56378,3278.527362,3246.746898,
Dominica,DMA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2886.794249,3154.983489,2552.385125,2880.219892,3192.297975,3337.448696,3447.027692,3622.718016,3706.265263,4005.408923,4298.88935,4675.92162,4699.3196,4975.031858,5045.307572,5135.366269,5226.212404,5211.383501,5364.727097,5544.671404,5693.226631,5942.532103,5993.891695,6149.838587,6144.059759,5955.858771,6310.568977,6476.753621,6501.405457,6791.057483,7214.432157,7724.684524,7632.289962,7680.48354,7659.531388,7573.931019,7491.333496,7816.619475,7597.288894,7777.089933,7232.773291,7375.79516,7914.13586,6583.223503,
Denmark,DNK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18107.37593,19128.40442,20055.64368,20025.03675,21707.16372,22519.81153,22952.0113,24031.12742,25211.62954,26704.63322,26927.95904,27545.06692,28464.13978,29450.59708,28984.77922,28480.35548,30091.97283,30559.45588,31142.92458,32268.5203,32073.64132,31869.04223,33067.56981,33949.33142,35382.23459,36783.94104,38536.32288,38585.40285,38561.41192,38786.93095,39295.24344,39739.60985,40383.55878,40253.5399,42257.09833,43310.25009,44314.7905,45570.07982,46412.03897,47622.43908,49241.928,49469.68881,49541.85555,49599.99696,50792.00095,51835.83271,53687.44155,53935.87025,53345.35762,50457.23249,51173.46616,51644.46351,51567.04015,51831.79793,52404.76397,53254.85637,54556.06895,55735.7649,56563.48847,57553.13124,56202.16585,
Dominican Republic,DOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1375.413648,1299.395205,1471.345939,1516.591642,1567.896631,1329.502708,1462.476139,1465.949002,1426.393763,1536.331048,1765.252026,1903.240774,2044.397819,2247.084457,2320.326437,2378.938348,2475.886689,2535.911619,2528.430335,2581.397375,2723.653053,2777.078374,2762.871879,2829.240221,2804.920099,2689.124559,2727.821612,2944.459265,2949.430087,3020.064764,2801.058429,2774.254579,3028.106038,3191.604052,3216.108928,3340.043933,3480.274229,3727.800214,3915.136129,4083.636495,4209.411868,4249.100081,4375.789832,4255.766209,4304.770081,4647.037875,5006.552377,5308.632394,5409.947949,5393.470287,5771.918418,5881.135421,5969.352761,6187.283014,6547.307977,6921.520594,7300.033285,7556.85365,7997.761109,8314.344819,7677.710372,
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2170.312716,1828.972772,1433.100633,1877.512957,1936.928035,2003.192862,1854.953825,1973.347406,2124.218634,2238.142719,2368.574659,2042.663364,2532.392779,2558.030159,2674.970436,2732.324364,2878.610001,2944.321112,3123.376576,3258.731215,3186.437164,3182.259853,3281.860856,3352.699714,3432.806399,3453.821597,3366.938887,3248.881174,3128.337533,3179.773321,3123.997664,3011.499933,2994.49132,2867.195894,2783.15504,2834.265193,2899.193202,2884.120228,2986.055666,3038.272915,3111.176169,3162.811507,3297.612811,3490.223247,3592.645301,3752.096161,3760.155368,3828.148476,3856.407659,3851.213777,3918.48642,3956.895815,4012.361506,4042.923638,4112.076024,4177.889542,4224.037263,4192.337692,4154.219038,4115.39554,3834.438983,
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,320.4732179,277.4248642,271.9736663,282.1159374,305.3491919,329.6660339,346.5632378,332.8355487,329.6523754,357.444224,394.496793,409.9278095,419.4730366,443.5775525,451.0188626,472.0988416,476.8835851,505.3048059,543.3553956,573.0778756,606.9289142,631.1248306,660.4630396,699.4726244,757.2040462,804.2315089,847.6435583,909.245688,980.9979449,1019.356967,1054.983636,1122.702179,1230.945205,1352.078844,1480.670009,1606.602515,1730.985383,1836.087574,1867.752344,1966.263481,2095.722873,2221.427431,2379.636211,2571.039418,2783.182307,3036.848927,3347.969931,3739.136788,4032.395126,4323.568413,4719.404258,5089.106025,5428.342368,5775.77205,6129.016769,6488.666968,6863.891471,7268.468197,7691.302172,8089.029905,8161.299604,
Early-demographic dividend,EAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1064.752672,1086.678484,1098.315784,1123.16398,1185.391198,1221.220157,1240.42222,1277.24913,1328.482542,1382.6511,1466.046975,1517.528015,1583.98408,1661.603963,1731.960943,1726.757721,1806.359678,1832.525682,1807.557229,1836.459289,1844.017343,1867.931955,1820.135969,1779.454144,1771.351922,1741.288803,1749.362702,1754.909337,1776.002717,1775.792192,1829.107352,1872.337066,1906.385908,1933.212288,1959.262851,1966.733388,2040.951004,2096.122175,2104.643624,2108.231442,2161.782069,2144.910149,2146.057553,2224.182108,2324.749627,2422.018416,2526.126135,2630.051863,2681.152172,2663.554334,2795.40526,2892.744364,2964.332022,3049.060129,3133.864821,3229.299011,3335.195904,3441.558331,3521.783898,3556.839621,3353.962384,
East Asia & Pacific,EAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1111.745079,1151.536769,1198.170687,1260.982221,1362.167755,1423.459937,1507.281457,1584.477668,1692.947176,1839.874552,1890.227376,1938.49179,2029.795105,2136.634866,2110.471192,2147.885335,2201.570284,2285.786573,2381.701857,2484.682092,2541.100291,2619.595041,2684.995451,2757.709474,2885.852901,3006.101615,3105.750914,3248.193575,3441.675085,3561.399772,3687.566737,3809.88081,3918.267879,4030.894934,4188.536041,4373.606545,4566.014626,4697.969731,4668.328571,4794.912302,5006.548071,5126.03693,5306.108106,5524.934318,5805.094817,6102.320474,6449.04782,6882.63111,7134.018968,7266.533749,7767.240561,8134.472251,8488.116139,8863.585212,9214.653365,9579.474371,9955.701444,10384.90449,10809.76564,11188.98802,11125.99624,
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5448.130994,5336.394436,5022.94702,4472.64941,4210.375988,3769.949891,3717.639871,3720.709818,3802.403413,3739.484532,3820.971874,4126.688055,4245.659309,4483.019605,4778.751727,5176.403967,5542.556549,5987.162287,6440.623723,6713.239374,6303.352272,6586.310119,6944.516371,7172.696024,7415.786402,7527.828942,7557.499695,7644.22033,7915.482957,8131.128601,8282.014653,8126.429426,
Europe & Central Asia,ECS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,10445.37585,10748.22142,11165.40706,11744.14876,11907.23636,11757.04207,12221.03862,12483.40681,12800.34602,13193.52301,13279.34955,13254.70907,13300.85781,13486.56499,13762.3474,14064.40975,14364.72175,14717.88363,15250.11461,15697.05534,15985.13482,15981.1478,15833.22803,15659.9024,15813.67022,16125.11399,16384.0653,16862.44763,17276.61468,17751.17111,18487.36052,18867.81809,19141.50801,19430.45062,19988.86941,20456.85249,21186.92434,21871.71731,22002.12798,20951.11529,21424.76891,21875.86463,21864.02832,21955.23882,22261.18725,22624.86511,22964.14069,23514.90019,23936.23214,24294.52336,22880.72413,
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2571.352327,2627.639325,2679.496958,2658.653441,2774.380295,2783.213335,2693.91024,2736.993966,2708.653915,2753.418322,2858.267005,2951.54256,3011.918306,3335.87421,3607.025888,3893.45236,4068.912335,4024.51502,4142.735063,4186.062998,4229.857509,4353.668817,4270.138048,4149.565146,4153.107863,4210.53125,4250.287105,4136.933598,4275.896514,4216.766426,4269.782895,4350.306264,4341.280048,4327.863333,4412.902079,4414.928258,4396.221285,4491.200946,4543.999832,4243.872201,4209.344979,4299.202101,4397.423038,4440.729795,4725.232443,4892.691322,5023.291052,5048.144555,5280.71364,5224.838337,5323.737482,5654.92807,5885.099861,6084.443907,6218.239195,6124.490887,5947.00199,5981.132618,5952.218084,5853.81306,5317.677257,
Egypt,EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,762.1341127,779.9913306,788.71986,848.7588182,921.7362012,941.9867201,964.0364612,946.9741081,908.3707434,933.0246064,962.1165505,978.526754,986.3395914,998.9621309,992.6994762,1057.845653,1171.7697,1248.543855,1325.188652,1352.947855,1452.59824,1521.025253,1629.897249,1669.345768,1784.663993,1838.575708,1874.671836,1894.507852,1945.308564,1989.27415,2051.612258,2028.091899,2073.940237,2090.84043,2130.67568,2185.302175,2248.59424,2324.91661,2406.045234,2501.981867,2610.476498,2651.865515,2664.642011,2699.101065,2758.566428,2830.350138,2970.944754,3126.274998,3290.94074,3381.115376,3485.282198,3472.598293,3472.148298,3468.468828,3489.864124,3562.932658,3638.894927,3712.603653,3831.199835,3964.987129,4028.42092,
Euro area,EMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,15569.0903,16067.89213,16740.7382,17658.05678,18122.07665,17889.37095,18704.79557,19204.99138,19724.78092,20404.82118,20755.89287,20784.87463,20875.78672,21123.44078,21589.62655,22047.16881,22543.84711,23051.23459,23963.65652,24839.65931,25616.89358,26181.18919,26429.41586,26147.38152,26712.8461,27288.88406,27678.27267,28359.7491,29159.08121,29945.91209,31001.2445,31560.26752,31701.69739,31745.36334,32295.24287,32668.70853,33566.8315,34395.16466,34370.48702,32710.28054,33344.34491,33991.36522,33630.77785,33442.98679,33795.50226,34388.28378,34927.26661,35762.90774,36337.16697,36873.0188,34472.47299,
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.574117,585.3214378,715.9939877,741.2072145,812.6954954,877.4783753,888.4803065,876.2989828,828.401675,869.7054871,857.4480696,796.1970968,772.4623858,762.399223,731.3222094,722.3669948,637.6026667,650.189673,653.8687847,700.9981633,,,,,,,,,,
Spain,ESP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6215.036283,6886.539061,7502.641232,8150.831396,8498.647375,8932.557047,9482.216114,9772.76322,10282.13648,11088.16169,11436.19281,11824.55757,12647.8061,13483.07047,14085.90777,14009.97111,14320.6804,14576.39865,14647.92918,14525.39511,14727.4892,14603.79486,14697.31889,14884.78533,15087.64965,15382.05935,15835.104,16670.20981,17482.33112,18297.49992,18970.07352,19403.60131,19488.22336,19187.45024,19551.41832,20002.0701,20448.87963,21117.32326,21953.97094,22847.01994,23938.29675,24707.693,25026.4346,25310.79828,25654.69845,26146.16441,26762.64211,27218.81724,27025.68125,25779.2915,25702.70416,25402.96112,24635.17558,24361.25734,24772.34131,25742.36883,26500.3139,27224.39803,27725.80552,28101.52707,24939.18726,
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7137.530776,7601.669019,8692.296438,9157.064847,9091.333194,9960.139039,10625.57927,11417.16797,12362.24828,13282.54552,14631.38733,16155.20743,17459.09831,16607.56806,14205.39488,14585.83866,15692.78883,16257.4722,16553.38326,17096.64458,17402.03761,17945.94496,18962.4103,19677.67684,20408.43624,19767.0776,
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,303.4468108,297.8602793,312.690771,294.2825785,253.2674997,269.0438917,296.6915248,288.6723423,278.2121802,276.1557708,247.5432216,218.1018345,238.0991115,237.2994458,243.598443,265.3308825,265.4683315,248.8657298,254.2475994,262.0253134,275.7222156,271.9869092,258.6288156,285.5456888,310.4826498,334.727438,362.9693134,391.2555721,414.1204941,453.2988293,489.9926725,517.513461,556.3262878,596.455128,640.5419231,682.2393577,727.8440543,757.3504167,799.7951343,826.950339,
European Union,EUU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,13282.27246,13691.69584,14247.88136,15006.96083,15376.78144,15184.14697,15841.24066,16217.49265,16635.78046,17204.19784,17482.67851,17500.23607,17584.71208,17792.79889,18194.67266,18578.07722,19005.64236,19427.25472,20170.41366,20889.65898,21524.01775,21859.11701,22048.29099,21850.59571,22374.30408,22926.63681,23319.85731,23902.58846,24589.2538,25272.53539,26226.74019,26761.85093,26996.85488,27145.25242,27744.52069,28178.26284,29068.14991,29884.63157,29979.9053,28608.64691,29211.42651,29807.1297,29552.96001,29471.82574,29861.48068,30485.02881,31031.35558,31854.49799,32459.43525,33028.28242,31041.6385,
Fragile and conflict affected situations,FCS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,1009.839918,1119.902796,1242.867132,1330.144528,1335.188623,1357.174978,1450.405868,1402.087006,1462.531603,1484.923839,1431.614251,1479.388505,1532.412177,1430.115006,1376.76973,1277.377304,1240.886054,1253.747662,1248.140608,1267.218987,1281.982321,1234.732268,1329.381704,1199.073846,1195.185516,1177.85931,1154.442734,1148.128406,1185.335897,1216.965438,1271.634921,1290.202068,1328.935073,1349.13534,1378.541668,1342.460277,1458.01628,1514.937948,1572.727725,1633.406761,1689.564196,1743.725841,1824.408338,1785.78423,1831.522005,1870.262051,1893.010539,1878.713408,1876.39655,1870.110547,1879.183947,1893.426901,1762.477558,
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11425.29343,12207.69355,12486.5232,12805.86258,13401.95664,14065.67368,14345.55906,14577.53089,14846.48724,16280.19829,17128.63075,17510.2266,18752.77916,19948.82744,20486.93864,20764.33697,20773.13091,20764.71662,21309.71272,22769.10727,23921.61452,24133.24211,24744.29678,25363.85522,26045.51387,26857.59364,27508.19999,28410.8751,29806.34333,31209.75811,31279.95197,29278.36366,28155.08956,27833.70257,28812.30362,29912.89797,30908.30031,32768.37813,34464.99088,35891.00564,37884.39132,38784.77255,39351.3904,40044.30486,41522.17508,42530.61968,44074.03092,46212.64097,46358.62041,42412.09785,43563.5722,44466.8177,43637.24867,43044.99712,42710.92129,42801.90812,43878.96673,45173.62941,45628.9257,46135.07766,44778.86568,
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2196.926251,2197.341538,2198.678863,2260.074266,2295.413339,2168.819637,2112.190745,2337.419772,2466.990248,2477.592934,2734.09839,2861.645168,3012.266998,3293.518627,3311.803598,3264.649625,3291.555483,3423.326143,3423.689676,3766.810892,3626.322517,3762.763517,3446.492882,3226.877927,3422.905659,3213.192748,3429.104893,3188.364451,3213.725901,3444.787361,3624.710797,3494.121525,3662.086852,3688.113,3822.311969,3868.24886,4007.61206,3878.17539,3892.200018,4202.392644,4106.966352,4174.11818,4300.641278,4339.277817,4559.281467,4570.285876,4619.734029,4534.882858,4532.013247,4425.848024,4523.866264,4626.683325,4683.226283,4901.89758,5171.527699,5390.714207,5498.661935,5759.658669,5938.427556,5869.021144,4911.083471,
